Sentence,Type,Terjemahan
"His vision of the landscape was subjected to dreamy sentimentalism and romantic anecdote, rather than being acknowledged for its experimentalism and social content.",Visual,"Visinya tentang bentang alam menjadi sasaran sentimentalisme dan anekdot romantis, alih-alih diakui karena eksperimentalisme dan konten sosialnya."
"There was a second part to this study, which was to look to see whether anybody had improved vision in their lazy eye, having lost the vision in their fellow eye.",Visual,"Ada bagian kedua dari penelitian ini, yaitu untuk melihat apakah seseorang mengalami peningkatan penglihatan pada mata malasnya, atau kehilangan penglihatan pada mata lainnya."
They didn't fit in with the communist regime's vision for the country.,Visual,Mereka tidak sesuai dengan visi rezim komunis terhadap negaranya.
"Such an image of God may also be of our own making, but it at least provides us with a vision of hope and faith in a God of grace, mercy, and compassion.",Visual,"Gambaran Allah yang demikian mungkin juga kita buat sendiri, namun paling tidak memberikan kita visi tentang pengharapan dan iman kepada Allah yang penuh kasih karunia, kemurahan, dan kasih sayang."
Gillian's inability to relate her mental life to her body is strengthened by a proleptic vision of her ageing body within an analeptic description of her youthful body.,Visual,Ketidakmampuan Gillian untuk menghubungkan kehidupan mentalnya dengan tubuhnya diperkuat oleh visi proleptik dari tubuhnya yang menua dalam deskripsi analeptik dari tubuh mudanya.
The academicians thus transformed their intellectual studies into civic action and promoted their vision of the value of scholarship and language to the larger community.,Visual,"Dengan demikian, para akademisi mengubah studi intelektual mereka menjadi aksi sipil dan mempromosikan visi mereka tentang nilai kesarjanaan dan bahasa kepada komunitas yang lebih luas."
"So, for starters, we can place anyone who wants into an elite fighting unit, but does not meet the vision requirements, into a difficult training program.",Visual,"Jadi, sebagai permulaan, kita dapat menempatkan siapa pun yang ingin menjadi unit tempur elit, namun tidak memenuhi persyaratan visi, ke dalam program pelatihan yang sulit."
Her paintings and drawings offer a glimpse into the world view of an Aboriginal Australian who has emerged with a positive vision of the future for all people.,Visual,Lukisan dan gambarnya memberikan gambaran sekilas tentang pandangan dunia seorang Aborigin Australia yang muncul dengan visi positif tentang masa depan bagi semua orang.
Our vision of life surely should encompass the abled and disabled alike.,Visual,Visi hidup kita tentunya harus mencakup baik penyandang disabilitas maupun penyandang disabilitas.
He calmly offered his vision of an ideology that merges libertarian values with social conservative virtue.,Visual,Dia dengan tenang menawarkan visinya tentang ideologi yang menggabungkan nilai-nilai libertarian dengan kebajikan sosial yang konservatif.
"A day spent on Ipanema offers a fascinating vision of the breadth and diversity of Rio society, rich and poor.",Visual,"Sehari yang dihabiskan di Ipanema menawarkan visi menarik tentang keluasan dan keragaman masyarakat Rio, kaya dan miskin."
"For now, what progressives need more than anything else is to start work on a bolder vision for making America great again.",Visual,"Untuk saat ini, yang paling dibutuhkan oleh kaum progresif adalah mulai bekerja pada visi yang lebih berani untuk menjadikan Amerika hebat kembali."
But it is precisely when conditions are bleakest that people on both sides require a positive vision for the future.,Visual,"Namun justru ketika kondisi paling suram, kedua belah pihak memerlukan visi positif untuk masa depan."
"The tomb, though much smaller than the palace, is similarly a vision of ornate twists, arches, and peaks.",Visual,"Makam itu, meskipun jauh lebih kecil dari istana, juga merupakan gambaran hiasan yang berliku, melengkung, dan puncak."
"Seeing what they were doing, I was inspired to add my vision to their technique.",Visual,"Melihat apa yang mereka lakukan, saya terinspirasi untuk menambahkan visi saya ke dalam teknik mereka."
"Regardless of the obstacles in her path, she was tirelessly determined to actualize her vision for equality.",Visual,"Terlepas dari hambatan yang menghadangnya, ia tanpa kenal lelah bertekad mewujudkan visinya untuk kesetaraan."
Fisher had a vision to which he dedicated all his personal resources and energies.,Visual,Fisher mempunyai visi yang kepadanya dia mendedikasikan seluruh sumber daya dan energi pribadinya.
"The vision in the Guru Granth Sahib, states Torkel Brekke, is a society based on divine justice without oppression of any kind.",Visual,"Visi Guru Granth Sahib, kata Torkel Brekke, adalah masyarakat berdasarkan keadilan ilahi tanpa penindasan apapun."
Show More Sentences,Visual,Tampilkan Lebih Banyak Kalimat
"Plants may be used to induce spiritual experiences for rites of passage, such as vision quests in some Native American cultures.",Visual,"Tanaman dapat digunakan untuk menginduksi pengalaman spiritual untuk ritus peralihan, seperti pencarian visi di beberapa budaya penduduk asli Amerika."
"According to him, the new Karakorum was to be designed to be an exemplary city, with a vision of its becoming the capital of Mongolia.",Visual,"Menurutnya, Karakorum baru dirancang menjadi kota teladan dengan visi menjadi ibu kota Mongolia."
Hobbes' vision of the natural depravity of man inspired fervent disagreement among those who opposed absolute government.,Visual,Visi Hobbes tentang kebobrokan alamiah manusia menimbulkan ketidaksepakatan yang kuat di antara mereka yang menentang pemerintahan absolut.
In my peripheral vision I saw four or five longtails with people flying out of them swallowed by white water.,Visual,"Dalam penglihatan tepi saya, saya melihat empat atau lima ekor panjang dengan orang-orang terbang keluar dan ditelan air putih."
"However, along the way, Merlin receives a vision that Arthur is in need of assistance against the schemes of Morgan le Fay.",Visual,"Namun, dalam perjalanannya, Merlin mendapat penglihatan bahwa Arthur membutuhkan bantuan untuk melawan skema Morgan le Fay."
"He had planned to become an artist, and his writing shows a vision that clothed abstract ideas in concrete and memorable images.",Visual,"Ia berencana menjadi seorang seniman, dan tulisannya menunjukkan visi yang membungkus ide-ide abstrak dalam gambaran yang konkret dan mudah diingat."
A stent is passed into the aorta from the artery at the top of the leg in a delicate operation done under direct vision on a screen.,Visual,Stent dimasukkan ke dalam aorta dari arteri di bagian atas kaki melalui operasi rumit yang dilakukan di bawah penglihatan langsung pada layar.
Francis rejects a female machismo grounded in an essentialist vision of men and women.,Visual,Paus Fransiskus menolak kejantanan perempuan yang didasarkan pada visi esensialis tentang laki-laki dan perempuan.
The eyeball surface is thus protected under the water while a certain degree of vision is still possible.,Visual,Permukaan bola mata terlindungi di bawah air sementara penglihatan pada tingkat tertentu masih memungkinkan.
They use the disadvantage of most prey animals' poor nocturnal vision to their advantage.,Visual,Mereka memanfaatkan kelemahan penglihatan malam hari yang buruk dari sebagian besar hewan mangsa untuk keuntungan mereka.
She thereby implicitly endorsed a conservative vision of gradual evolutionary reform.,Visual,"Dengan demikian, dia secara implisit mendukung visi konservatif mengenai reformasi evolusioner bertahap."
Turtles are thought to have exceptional night vision due to the unusually large number of rod cells in their retinas.,Visual,Kura-kura diperkirakan memiliki penglihatan malam yang luar biasa karena banyaknya jumlah sel batang di retina mereka.
The heat from the tarmac refracted the light and disturbed the vision of the children as they persisted in their game of kerby.,Visual,Panas dari aspal membiaskan cahaya dan mengganggu penglihatan anak-anak saat mereka terus bermain kerby.
"Many use vision to predate zooplankton or smaller fish, while others filter feed on plankton.",Visual,"Banyak yang menggunakan penglihatannya untuk mendahului zooplankton atau ikan yang lebih kecil, sementara yang lain menyaring makanannya dari plankton."
"According to James Lyne, senior technologist at Sophos, this gets much closer to the in-client vision originally associated with cloud computing.",Visual,"Menurut James Lyne, teknolog senior di Sophos, hal ini semakin mendekati visi klien yang awalnya terkait dengan komputasi awan."
This would give a superior vision in the inferior light conditions found in Glacial Europe.,Visual,Hal ini akan memberikan penglihatan yang lebih baik dalam kondisi cahaya rendah yang ditemukan di Eropa Glasial.
"Generally, vision is best in arboreal snakes and weakest in burrowing snakes.",Visual,"Secara umum, penglihatan terbaik pada ular arboreal dan paling lemah pada ular penggali."
"Divested of egotistic obsession, an ordinary human being could achieve the panoptic vision of a sage.",Visual,"Terlepas dari obsesi egois, manusia biasa dapat mencapai visi panoptik seorang bijak."
"But for universities with the vision to teach these real-world skills to their students, it's also an unprecedented opportunity.",Visual,"Namun bagi universitas yang memiliki visi untuk mengajarkan keterampilan dunia nyata ini kepada mahasiswanya, ini juga merupakan peluang yang belum pernah terjadi sebelumnya."
"Because of the positions of the foveae, the kingfisher has monocular vision in air, and binocular vision in water.",Visual,"Karena posisi foveanya, burung pekakak mempunyai penglihatan monokuler di udara, dan penglihatan binokular di air."
Show More Sentences,Visual,Tampilkan Lebih Banyak Kalimat
"Their eyesight, unlike that of their microbat relatives, is adapted to both night and daylight vision including some colour vision.",Visual,"Penglihatan mereka, tidak seperti kerabat mikrobat mereka, disesuaikan dengan penglihatan malam dan siang hari termasuk beberapa penglihatan warna."
It is suggested that in subterranean mammals vision is used to detect predators that have broken into the tunnels.,Visual,"Disarankan bahwa pada mamalia bawah tanah, penglihatan digunakan untuk mendeteksi predator yang masuk ke dalam terowongan."
"Their eyes are placed on the sides of their heads, giving them a broad radius of vision with minimal binocular vision.",Visual,"Mata mereka ditempatkan di sisi kepala, memberi mereka radius penglihatan luas dengan penglihatan binokular minimal."
